ï»¿Booking date,Value date,Voucher number,Text,Amount,Balance,Category
2024-03-18,2024-03-16,5490990789,393405707919,180.0,185.08,Other
2024-03-04,2024-03-03,5490990789,46764504165,-25.0,5.08,Other
2024-03-04,2024-03-03,5490990789,AB STORSTOCK,-26.0,30.08,Other
2024-03-04,2024-03-02,5490990789,AB STORSTOCK,-26.0,56.08,Other
2024-03-04,2024-03-02,5490990789,AB STORSTOCK,-26.0,82.08,Other
2024-03-04,2024-03-02,5490990789,46767474435,-30.0,108.08,Other
2024-02-26,2024-02-25,5490990789,46764422936,-149.0,138.08,Other
2024-02-26,2024-02-25,5490990789,46767568002,-30.0,287.08,Other
2024-02-26,2024-02-25,5490990789,46736344968,30.0,317.08,Other
2024-02-22,2024-02-22,5490990789,46724415386,100.0,287.08,Other
2024-02-19,2024-02-17,5484060962,ICA LAPPKARR/24-02-16,-37.9,187.08,Groceries
2024-02-15,2024-02-15,5490990789,46724415386,125.0,224.98,Other
2024-02-15,2024-02-15,5490990789,AB STORSTOCK,-42.0,99.98,Other
2024-02-12,2024-02-10,5490990789,46734870972,-25.0,141.98,Other
2024-02-12,2024-02-10,5490990789,46769627063,-128.0,166.98,Other
2024-02-12,2024-02-10,5490990789,46733251396,252.0,294.98,Other
2024-02-08,2024-02-08,5490990789,AB STORSTOCK,-42.0,42.98,Other
2024-02-02,2024-02-02,5490990789,46764393398,-25.0,84.98,Other
2024-01-29,2024-01-28,5484397203,WOLT        /24-01-27,-243.0,109.98,Other
2024-01-29,2024-01-27,5490990789,46733251396,140.0,352.98,Other
2024-01-25,2024-01-25,5490990789,46733251397,100.0,212.98,Other
2024-01-23,2024-01-23,5490990789,46733251397,-100.0,112.98,Other
2024-01-19,2024-01-19,5490990789,46764360375,-200.0,212.98,Other
2024-01-19,2024-01-19,5490990789,46733251396,-200.0,412.98,Other
2024-01-19,2024-01-19,5490990004,HARSHDEEPSIN,1.42,612.98,Other
2024-01-19,2024-01-19,5490990789,46736344968,-351.0,611.56,Other
2024-01-19,2024-01-19,5841990687,KOSTNAD,-50.0,962.56,Other
2024-01-19,2024-01-19,5841990687,H19508253588,1000.0,1012.56,Other
2024-01-18,2024-01-18,5490990789,46734825026,-200.0,12.56,Other
2024-01-18,2024-01-18,5490990789,46733251386,200.0,212.56,Other
2024-01-17,2024-01-17,5490990789,46764454873,-20.0,12.56,Other
2024-01-08,2024-01-06,5484291137,ICA LAPPKARR/24-01-05,-15.0,32.56,Groceries
2024-01-02,2023-12-31,5484670197,BOLT EU/O/23/23-12-31,-162.0,47.56,Other
2023-12-29,2023-12-31,0000000000,RÃNTA,0.47,209.56,Other
2023-12-27,2023-12-26,5490990789,46736344968,90.0,209.09,Other
2023-12-27,2023-12-25,5484300497,BOLT EU/O/23/23-12-25,-143.0,119.09,Other
2023-12-27,2023-12-24,5484747259,ICA LAPPKARR/23-12-23,-20.0,262.09,Groceries
2023-12-22,2023-12-22,5484857457,ICA LAPPKARR/23-12-21,-49.9,282.09,Groceries
2023-12-22,2023-12-22,5484857450,ICA LAPPKARR/23-12-21,-49.8,331.99,Groceries
2023-12-11,2023-12-10,5484547896,TAKE RAMEN  /23-12-09,-316.0,381.79,Other
2023-12-11,2023-12-09,5490990789,46733251396,50.0,697.79,Other
2023-12-11,2023-12-09,5490990789,46727634172,-30.0,647.79,Other
2023-12-07,2023-12-07,5484203982,MAX BURGERS /23-12-06,-71.0,677.79,Restaurants
2023-12-06,2023-12-06,5484134128,ICA LAPPKARR/23-12-05,-20.9,748.79,Groceries
2023-12-06,2023-12-06,5490990789,46764494715,-30.0,769.69,Other
2023-12-05,2023-12-05,5490990789,AB STORSTOCK,-26.0,799.69,Other
2023-12-04,2023-12-04,5490990789,46727821079,-30.0,825.69,Other
2023-12-04,2023-12-04,5490990789,46730529560,-740.0,855.69,Other
2023-12-04,2023-12-02,5490990789,46761533454,-25.0,1595.69,Other
2023-12-01,2023-12-01,8166942317,REGION DALAR,1393.0,1620.69,Other
2023-11-29,2023-11-29,5484874144,4308164 PRES/23-11-29,-26.0,227.69,Other
2023-11-28,2023-11-28,5484330360,ICA LAPPKARR/23-11-27,-225.5,253.69,Groceries
2023-11-24,2023-11-24,5490990789,AB STORSTOCK,-26.0,479.19,Other
2023-11-23,2023-11-23,5490990789,46736344968,-200.0,505.19,Other
2023-11-22,2023-11-22,5490990789,46735644982,-400.0,705.19,Other
2023-11-22,2023-11-22,5841990687,KOSTNAD,-50.0,1105.19,Other
2023-11-22,2023-11-22,5841990687,H22505441515,1000.0,1155.19,Other
2023-11-21,2023-11-21,5490990789,46764341590,-95.0,155.19,Other
2023-11-20,2023-11-19,5490990789,46730529560,230.5,250.19,Other
2023-11-20,2023-11-18,5490990789,46764341590,-47.5,19.69,Other
2023-11-20,2023-11-18,5490990789,46764341590,47.5,67.19,Other
2023-11-01,2023-11-01,5490990789,REGION DALAR,-94.0,19.69,Other
2023-11-01,2023-11-01,5490990789,46730529560,94.0,113.69,Other
2023-11-01,2023-11-01,5490990789,REGION DALAR,-94.0,19.69,Other
2023-10-31,2023-10-31,5490990789,AB STORSTOCK,-26.0,113.69,Other
2023-10-30,2023-10-29,5490990789,46769767726,-20.0,139.69,Other
2023-10-30,2023-10-28,5490990789,46767403059,-500.0,159.69,Other
2023-10-30,2023-10-28,5490990789,46733251396,500.0,659.69,Other
2023-10-30,2023-10-28,5490990789,46727715758,-40.0,159.69,Other
2023-10-30,2023-10-28,5490990789,46767500684,-30.0,199.69,Other
2023-10-26,2023-10-26,5490990789,393405707919,225.0,229.69,Other
2023-10-19,2023-10-19,5490990789,46734846988,-30.0,4.69,Other
2023-10-19,2023-10-19,5490990789,46764354058,-15.0,34.69,Other
2023-10-19,2023-10-19,5490990789,46764354058,-50.0,49.69,Other
2023-10-18,2023-10-18,5490990789,46727634172,-30.0,99.69,Other
2023-10-16,2023-10-14,5490990789,46727821079,-30.0,129.69,Other
2023-10-11,2023-10-11,5490990789,46736344968,-200.0,159.69,Other
2023-10-10,2023-10-10,5490990789,46730529560,-222.0,359.69,Other
2023-10-09,2023-10-08,5490990789,46733251396,-300.0,581.69,Other
2023-10-09,2023-10-08,5490990789,46767403059,550.0,881.69,Other
2023-10-09,2023-10-08,5490990789,46733251396,300.0,331.69,Other
2023-10-09,2023-10-07,5490990789,46767403059,-550.0,31.69,Other
2023-10-09,2023-10-07,5490990789,46730529560,75.0,581.69,Other
2023-10-03,2023-10-03,5484785683,MR CAKE AB  /23-10-02,-115.0,506.69,Other
2023-10-02,2023-10-02,5490990789,46769547850,-30.0,621.69,Other
2023-10-02,2023-10-01,5484876714,IKEA GALLERI/23-09-30,-229.0,651.69,Shopping
2023-09-29,2023-09-29,5490990789,46769704034,-30.0,880.69,Other
2023-09-28,2023-09-28,5490990789,46727634172,-30.0,910.69,Other
2023-09-25,2023-09-25,5490990789,46769547850,-30.0,940.69,Other
2023-09-25,2023-09-25,5484340389,ICA LAPPKARR/23-09-24,-14.9,970.69,Groceries
2023-09-25,2023-09-25,5490990789,46733251396,351.0,985.59,Other
2023-09-25,2023-09-24,5490990789,AB STORSTOCK,-26.0,634.59,Other
2023-09-25,2023-09-24,5490990789,AB STORSTOCK,-26.0,660.59,Other
2023-09-19,2023-09-19,5490990789,46734788363,-346.0,686.59,Other
2023-09-18,2023-09-18,5484080294,ICA LAPPKARR/23-09-17,-12.9,1032.59,Groceries
2023-09-18,2023-09-18,5490990789,AB STORSTOCK,-26.0,1045.49,Other
2023-09-18,2023-09-17,5490990789,46736344968,800.0,1071.49,Other
2023-09-13,2023-09-13,5484234449,ICA LAPPKARR/23-09-12,-12.9,271.49,Groceries
2023-09-11,2023-09-09,5484365152,ICA LAPPKARR/23-09-08,-20.0,284.39,Groceries
2023-09-07,2023-09-07,5484431287,ICA LAPPKARR/23-09-06,-20.0,304.39,Groceries
2023-09-06,2023-09-06,5484405349,ICA LAPPKARR/23-09-05,-33.9,324.39,Groceries
2023-09-06,2023-09-06,5484405317,ICA LAPPKARR/23-09-05,-29.9,358.29,Groceries
2023-09-05,2023-09-05,5490990004,2942576961 S,300.0,388.19,Other
2023-09-04,2023-09-04,5484820120,ICA LAPPKARR/23-09-03,-22.9,88.19,Groceries
2023-09-04,2023-09-02,5484219812,BLOMSTERLAND/23-09-01,-59.9,111.09,Other
2023-08-30,2023-08-30,5484578562,ICA LAPPKARR/23-08-29,-12.9,170.99,Groceries
2023-08-30,2023-08-30,5490990789,46733251397,-250.0,183.89,Other
2023-08-30,2023-08-30,5490990004,HARSHDEEPSIN,150.0,433.89,Other
2023-08-29,2023-08-29,5490990789,46736344968,-135.0,283.89,Other
2023-08-28,2023-08-28,5490990789,46734825029,-30.0,418.89,Other
2023-08-28,2023-08-27,5490990789,46733251396,100.0,448.89,Other
2023-08-28,2023-08-26,5490990789,46733251397,270.0,348.89,Other
2023-08-28,2023-08-26,5490990789,46733251396,-226.0,78.89,Other
2023-08-25,2023-08-25,3236900001,PLENO AB,-680.0,304.89,Other
2023-08-24,2023-08-24,5872990008,2604217776 S,305.56,984.89,Other
2023-08-23,2023-08-23,5484434345,ICA LAPPKARR/23-08-22,-12.9,679.33,Groceries
2023-08-23,2023-08-23,5484836242,IKEA GALLERI/23-08-22,-49.0,692.23,Shopping
2023-08-23,2023-08-23,9900000100,102893539098,500.0,741.23,Other
2023-08-21,2023-08-21,5484542016,MAX BURGERS /23-08-20,-89.0,241.23,Restaurants
2023-08-21,2023-08-20,5484878240,COOP VÃSTRA /23-08-19,-93.4,330.23,Groceries
2023-08-21,2023-08-19,5484310424,SYSTEMBOLAGE/23-08-18,-414.5,423.63,Other
2023-08-21,2023-08-19,5490990789,46727642259,-40.0,838.13,Other
2023-08-18,2023-08-18,5484456388,SUBWAY      /23-08-17,-102.0,878.13,Other
2023-08-18,2023-08-18,5484163769,ICA LAPPKARR/23-08-17,-13.9,980.13,Groceries
2023-08-18,2023-08-18,5484163736,ICA LAPPKARR/23-08-17,-20.0,994.03,Groceries
2023-08-18,2023-08-18,5490990004,HARSHDEEPSIN,500.0,1014.03,Other
2023-08-17,2023-08-17,5484365764,ZETTLE  STIK/23-08-16,-49.0,514.03,Other
2023-08-17,2023-08-17,5490990789,46735772221,40.0,563.03,Other
2023-08-17,2023-08-17,5490990789,AB STORSTOCK,-26.0,523.03,Other
2023-08-17,2023-08-17,5490990789,46736344968,142.0,549.03,Other
2023-08-16,2023-08-16,5490990789,46734848912,-25.0,407.03,Other
2023-08-16,2023-08-16,5490990789,46764341590,-113.0,432.03,Other
2023-08-16,2023-08-16,5484417987,ZETTLE  TAST/23-08-15,-88.0,545.03,Other
2023-08-16,2023-08-16,5484292085,IKEA GALLERI/23-08-15,-128.0,633.03,Shopping
2023-08-16,2023-08-16,5490990004,HARSHDEEPSIN,500.0,761.03,Other
2023-08-16,2023-08-16,5490990789,46767528191,-30.0,261.03,Other
2023-08-15,2023-08-15,5490990789,46763092377,40.0,291.03,Other
2023-08-15,2023-08-15,5490990004,HARSHDEEPSIN,200.0,251.03,Other
2023-08-14,2023-08-14,5484587630,LA NETA     /23-08-12,-46.0,51.03,Other
2023-08-14,2023-08-14,5484587627,LA NETA     /23-08-12,-165.0,97.03,Other
2023-08-14,2023-08-13,5484538221,ICA LAPPKARR/23-08-12,-33.8,262.03,Groceries
2023-08-14,2023-08-13,5490990789,46767528191,-25.0,295.83,Other
2023-08-14,2023-08-12,5490990789,46736344968,100.0,320.83,Other
2023-08-14,2023-08-12,5484688896,PROFESSORN R/23-08-11,-135.0,220.83,Other
2023-08-11,2023-08-11,5484680845,ICA LAPPKARR/23-08-10,-63.8,355.83,Groceries
2023-08-10,2023-08-10,5484019244,HIMALAYA LIV/23-08-08,-133.97,419.63,Other
2023-08-07,2023-08-06,5484262945,AT SIX      /23-08-05,-78.08,553.6,Other
2023-08-07,2023-08-06,5490990789,46734866329,40.0,631.68,Other
2023-08-07,2023-08-06,5490990789,46727600961,-45.0,591.68,Other
2023-08-07,2023-08-05,5490990789,46736344968,-22.5,636.68,Other
2023-08-07,2023-08-05,5490990789,46736344968,35.0,659.18,Other
2023-08-07,2023-08-05,5490990789,46736344968,-35.0,624.18,Other
2023-08-07,2023-08-05,5484511272,ODENPLAN SPE/23-08-04,-48.0,659.18,Other
2023-08-04,2023-08-04,5484212988,MAX BURGERS /23-08-03,-87.0,707.18,Restaurants
2023-08-04,2023-08-04,5484615884,LIDL 257 / S/23-08-03,-91.9,794.18,Groceries
2023-08-04,2023-08-04,5490990789,46736344968,-100.0,886.08,Other
2023-08-04,2023-08-04,5490990789,46761510662,200.0,986.08,Other
2023-08-03,2023-08-03,5490990789,46736344968,-230.0,786.08,Other
2023-08-03,2023-08-03,5490990789,46734788363,115.0,1016.08,Other
2023-08-03,2023-08-03,5490990789,46734771295,-60.0,901.08,Other
2023-08-02,2023-08-02,5490990789,46736344968,-70.0,961.08,Other
2023-08-02,2023-08-02,5490990789,46736344968,-100.0,1031.08,Other
2023-08-02,2023-08-02,5490990789,46733187714,200.0,1131.08,Other
2023-08-01,2023-08-01,5490990789,46729338118,40.0,931.08,Other
2023-08-01,2023-08-01,5490990789,46736344968,500.0,891.08,Other
2023-08-01,2023-08-01,5490990789,AB STORSTOCK,-26.0,391.08,Other
2023-08-01,2023-08-01,5490990789,AB STORSTOCK,-26.0,417.08,Other
2023-07-31,2023-07-31,5484572337,CALCUTTA FOO/23-07-30,-210.6,443.08,Other
2023-07-31,2023-07-30,5484386615,ICA LAPPKARR/23-07-29,-20.0,653.68,Groceries
2023-07-31,2023-07-29,5490990789,46761531651,-30.0,673.68,Other
2023-07-31,2023-07-29,5490990789,46767403059,-33.0,703.68,Other
2023-07-28,2023-07-28,5490990789,46704029196,-240.0,736.68,Other
2023-07-27,2023-07-27,5490990789,46734934094,-70.0,976.68,Other
2023-07-27,2023-07-26,5490990789,46730529560,239.0,1046.68,Other
2023-07-26,2023-07-26,5490990789,46733251396,-150.0,807.68,Other
2023-07-26,2023-07-26,5490990789,46736344968,239.0,957.68,Other
2023-07-26,2023-07-26,5490990004,HARSHDEEPSIN,500.0,718.68,Other
2023-07-26,2023-07-26,5490990004,52673768661,-500.0,218.68,Other
2023-07-25,2023-07-25,5490990789,46760858773,478.0,718.68,Other
2023-07-25,2023-07-25,5490990789,46764341590,-150.0,240.68,Other
2023-07-24,2023-07-24,5490990789,46704029196,240.0,390.68,Other
2023-07-24,2023-07-24,5484707154,ICA LAPPKARR/23-07-23,-20.0,150.68,Groceries
2023-07-24,2023-07-23,5484724098,THE LOCAL BA/23-07-21,-470.0,170.68,Other
2023-07-24,2023-07-23,5490990789,46769600091,-30.0,640.68,Other
2023-07-24,2023-07-23,5490990789,46733251396,150.0,670.68,Other
2023-07-24,2023-07-23,5490990789,46769752904,-350.0,520.68,Other
2023-07-24,2023-07-23,5490990789,46764341590,150.0,870.68,Other
2023-07-24,2023-07-23,5490990789,AB STORSTOCK,-26.0,720.68,Other
2023-07-24,2023-07-22,5484393689,NORMAL STOCK/23-07-21,-277.0,746.68,Other
2023-07-24,2023-07-22,5490990789,AB STORSTOCK,-26.0,1023.68,Other
2023-07-21,2023-07-21,5484854581,ICA LAPPKARR/23-07-20,-113.36,1049.68,Groceries
2023-07-21,2023-07-21,5484854566,ICA LAPPKARR/23-07-20,-102.7,1163.04,Groceries
2023-07-21,2023-07-21,5490990789,46727853265,-30.0,1265.74,Other
2023-07-18,2023-07-18,5484172488,INDIAN STREE/23-07-17,-195.0,1295.74,Other
2023-07-18,2023-07-18,5484519252,ICA LAPPKARR/23-07-17,-85.8,1490.74,Groceries
2023-07-18,2023-07-18,5484519226,ICA LAPPKARR/23-07-17,-33.9,1576.54,Groceries
2023-07-18,2023-07-18,5490990789,46769555419,-143.0,1610.44,Other
2023-07-17,2023-07-17,5490990789,46769600091,-30.0,1753.44,Other
2023-07-17,2023-07-16,5484392908,KONDITORI LY/23-07-15,-36.0,1783.44,Other
2023-07-17,2023-07-16,5484077769,HEMKOP BREDA/23-07-15,-21.5,1819.44,Other
2023-07-17,2023-07-16,5490990789,46760858773,-195.0,1840.94,Other
2023-07-17,2023-07-15,5484091161,4450159 PRES/23-07-14,-26.0,2035.94,Other
2023-07-17,2023-07-15,5484267392,HEMKOP BREDA/23-07-14,-75.85,2061.94,Other
2023-07-17,2023-07-15,5484044035,NORMAL STOCK/23-07-14,-78.0,2137.79,Other
2023-07-17,2023-07-15,5484506406,CAFE ALMEN  /23-07-14,-50.0,2215.79,Other
2023-07-17,2023-07-15,5490990789,AB STORSTOCK,-26.0,2265.79,Other
2023-07-14,2023-07-14,5490990789,AB STORSTOCK,-26.0,2291.79,Other
2023-07-14,2023-07-14,5490990789,AB STORSTOCK,-26.0,2317.79,Other
2023-07-13,2023-07-13,5484060805,BURGER KING /23-07-11,-55.0,2343.79,Restaurants
2023-07-11,2023-07-11,5484602164,ICA LAPPKARR/23-07-10,-81.8,2398.79,Groceries
2023-07-11,2023-07-11,5490990789,1234628913,-87.0,2480.59,Other
2023-07-10,2023-07-09,5484877352,STORA T KOLG/23-07-08,-135.0,2567.59,Other
2023-07-10,2023-07-09,5484877348,STORA T KOLG/23-07-08,-10.0,2702.59,Other
2023-07-10,2023-07-09,5484099926,ICA LAPPKARR/23-07-08,-67.9,2712.59,Groceries
2023-07-10,2023-07-08,5484144888,SYSTEMBOLAGE/23-07-07,-67.8,2780.49,Other
2023-07-10,2023-07-08,5490990789,46734788363,-82.0,2848.29,Other
2023-07-07,2023-07-07,5484856615,ICA LAPPKARR/23-07-06,-94.6,2930.29,Groceries
2023-07-05,2023-07-05,5484303403,SQ KIOSK    /23-07-04,-20.0,3024.89,Other
2023-07-05,2023-07-05,5484053957,LIDL 350 /SO/23-07-04,-69.8,3044.89,Groceries
2023-07-04,2023-07-04,5490990789,A-TRAIN AKTI,-160.0,3114.69,Other
2023-07-03,2023-07-03,5484128513,TOKYO RAMEN /23-07-02,-164.0,3274.69,Other
2023-07-03,2023-07-03,5484849905,CAFE SCHWEIZ/23-07-02,-104.0,3438.69,Other
2023-07-03,2023-07-03,5484631939,ICA LAPPKARR/23-07-02,-46.9,3542.69,Groceries
2023-07-03,2023-07-02,5490990789,46730529560,52.0,3589.59,Other
2023-07-03,2023-07-01,5490990789,46730529560,-103.0,3537.59,Other
2023-06-30,2023-06-30,5484088467,INDIAN STREE/23-06-28,-210.0,3640.59,Other
2023-06-28,2023-06-28,5490990789,46736344968,-33.0,3850.59,Other
2023-06-27,2023-06-27,5490990789,46730529560,457.0,3883.59,Other
2023-06-26,2023-06-26,5490990789,46736344968,277.0,3426.59,Other
2023-06-26,2023-06-26,5490990789,46769627063,-107.0,3149.59,Other
2023-06-26,2023-06-26,3781981004,LÃN,3000.0,3256.59,Other
2023-06-26,2023-06-25,5490990789,46765680441,-50.0,256.59,Other
2023-06-26,2023-06-24,5490990789,46736344968,183.0,306.59,Other
2023-06-22,2023-06-22,5490990789,46769555419,84.0,123.59,Other
2023-06-14,2023-06-14,5490990789,46723865611,25.0,39.59,Other
2023-06-05,2023-06-03,5490990789,AB STORSTOCK,-26.0,14.59,Other
2023-06-05,2023-06-03,5490990789,46769771029,-40.0,40.59,Other
2023-06-01,2023-06-01,5490990789,46764328924,-30.0,80.59,Other
2023-05-29,2023-05-28,5490990789,AB STORSTOCK,-26.0,110.59,Other
2023-05-26,2023-05-26,5490990789,46736344968,-321.0,136.59,Other
2023-05-26,2023-05-26,5490990789,46733251397,400.0,457.59,Other
2023-05-17,2023-05-17,5490990789,46736344968,-277.0,57.59,Other
2023-05-17,2023-05-17,5490990789,46767403059,132.0,334.59,Other
2023-05-15,2023-05-14,5490990789,46702188998,-40.0,202.59,Other
2023-05-12,2023-05-12,5484059097,THE LOCAL BA/23-05-11,-490.0,242.59,Other
2023-05-11,2023-05-11,5490990789,46767403059,-550.0,732.59,Other
2023-05-10,2023-05-10,5490990789,46734764640,900.0,1282.59,Other
2023-05-09,2023-05-09,5484560333,AVNI AB     /23-05-07,-130.0,382.59,Other
2023-05-09,2023-05-09,5484285231,ICA LAPPKARR/23-05-08,-20.0,512.59,Groceries
2023-05-08,2023-05-08,5484824223,ICA LAPPKARR/23-05-07,-34.9,532.59,Groceries
2023-05-08,2023-05-07,5484778449,BURGER KING /23-05-05,-105.0,567.49,Restaurants
2023-05-08,2023-05-07,5484507701,ICA LAPPKARR/23-05-06,-61.0,672.49,Groceries
2023-05-08,2023-05-07,5490990789,46736344968,-110.0,733.49,Other
2023-05-08,2023-05-06,5484190155,SYSTEMBOLAGE/23-05-05,-48.2,843.49,Other
2023-05-08,2023-05-06,5484113378,4308164 PRES/23-05-05,-30.0,891.69,Other
2023-05-08,2023-05-06,5490990789,46736344968,-145.0,921.69,Other
2023-05-05,2023-05-05,5490990789,1231351014,-20.0,1066.69,Other
2023-05-04,2023-05-04,5490990789,46736344968,412.0,1086.69,Other
2023-05-03,2023-05-03,5484299490,STAMPEN     /23-05-02,-215.0,674.69,Other
2023-05-02,2023-05-02,5490990789,46736344968,77.0,889.69,Other
2023-05-02,2023-04-30,5484297241,PROFESSORN R/23-04-29,-170.0,812.69,Other
2023-05-02,2023-04-30,5484863713,ICA LAPPKARR/23-04-29,-66.0,982.69,Groceries
2023-04-27,2023-04-27,5490990789,46733251396,-800.0,1048.69,Other
2023-04-27,2023-04-27,5490990789,46764341590,-76.0,1848.69,Other
2023-04-27,2023-04-27,5490990789,46734875557,-100.0,1924.69,Other
2023-04-27,2023-04-27,5841990687,H27492559982,2000.0,2024.69,Other
2023-04-19,2023-04-19,5490990789,46727642259,-30.0,24.69,Other
2023-04-17,2023-04-17,5490990789,46761533454,-30.0,54.69,Other
2023-04-17,2023-04-16,5490990789,46761589180,-30.0,84.69,Other
2023-04-17,2023-04-16,5484422246,ICA LAPPKARR/23-04-14,-40.9,114.69,Groceries
2023-04-17,2023-04-15,5484474083,PROFESSORN R/23-04-14,-123.0,155.59,Other
2023-04-17,2023-04-15,5484018895,HIMALAYA LIV/23-04-13,-88.96,278.59,Other
2023-04-17,2023-04-15,5490990789,46700019586,-900.0,367.55,Other
2023-04-14,2023-04-14,5490990789,46733251396,800.0,1267.55,Other
2023-04-14,2023-04-14,5490990789,46736344968,45.0,467.55,Other
2023-04-14,2023-04-14,5490990789,46735505571,-150.0,422.55,Other
2023-04-13,2023-04-13,5490990789,46764364349,-30.0,572.55,Other
2023-04-13,2023-04-13,5490990789,46733251396,-260.0,602.55,Other
2023-04-12,2023-04-12,5490990789,AB STORSTOCK,-26.0,862.55,Other
2023-04-11,2023-04-08,5490990789,46736344968,-95.0,888.55,Other
2023-04-11,2023-04-07,5490990789,46736344968,384.0,983.55,Other
2023-04-11,2023-04-07,5490990789,46764360375,220.0,599.55,Other
2023-04-11,2023-04-07,5490990789,491609755087,36.0,379.55,Other
2023-04-11,2023-04-07,5490990789,491609755087,328.0,343.55,Other
2023-03-20,2023-03-18,5490990789,46736344968,-64.0,15.55,Other
2023-03-20,2023-03-18,5490990789,46760858773,-197.0,79.55,Other
2023-03-20,2023-03-18,5490990789,46733251396,260.0,276.55,Other
2023-03-01,2023-03-01,5484599104,ICA LAPPKARR/23-02-28,-20.0,16.55,Groceries
2023-03-01,2023-03-01,5484052509,POWER SOURCE/23-02-28,-125.0,36.55,Other
2023-02-28,2023-02-28,5484304484,CLAS OHLSON /23-02-27,-39.9,161.55,Other
2023-02-28,2023-02-28,5490990789,46769600091,-30.0,201.45,Other
2023-02-27,2023-02-27,5490990789,AB STORSTOCK,-26.0,231.45,Other
2023-02-27,2023-02-27,5490990789,46733251397,-250.0,257.45,Other
2023-02-27,2023-02-27,5841990687,H27488924825,500.0,507.45,Other
2023-02-27,2023-02-27,5490990789,46733251397,-250.0,7.45,Other
2023-02-27,2023-02-26,5490990789,46739127037,150.0,257.45,Other
2023-02-27,2023-02-25,5490990789,46761531651,-30.0,107.45,Other
2023-02-20,2023-02-19,5490990789,46733251396,13.0,137.45,Other
2023-02-16,2023-02-16,5490990789,AB STORSTOCK,-26.0,124.45,Other
2023-02-16,2023-02-16,5490990789,46733251396,-30.0,150.45,Other
2023-02-16,2023-02-16,5490990789,46760858773,-37.5,180.45,Other
2023-02-16,2023-02-16,5490990789,46736344968,212.08,217.95,Other
2023-02-13,2023-02-12,5490990789,46739127037,-30.0,5.87,Other
2023-02-13,2023-02-12,5490990789,46733251396,30.0,35.87,Other
2023-02-06,2023-02-04,5490990789,46736344968,-110.0,5.87,Other
2023-02-03,2023-02-03,5490990789,46724445660,-35.0,115.87,Other
2023-01-25,2023-01-25,3781981004,LÃN,126.0,150.87,Other
2023-01-04,2023-01-04,5490990789,46736344968,-249.0,24.87,Other
2022-12-27,2022-12-26,5484618728,2535 STARBUC/22-12-24,-51.0,273.87,Other
2022-12-27,2022-12-26,5484618370,WHSMITH DE 2/22-12-24,-158.0,324.87,Other
2022-12-27,2022-12-25,5484571333,ARLANDA T2 T/22-12-24,-118.0,482.87,Other
2022-12-27,2022-12-24,5484763199,NOBLE SWEDIS/22-12-23,-35.0,600.87,Other
2022-12-27,2022-12-24,5490990789,46734788363,-298.0,635.87,Other
2022-12-23,2022-12-23,5484669827,ICA LAPPKARR/22-12-22,-95.9,933.87,Groceries
2022-12-19,2022-12-19,5484209746,PROFESSORN R/22-12-18,-125.0,1029.77,Other
2022-12-19,2022-12-18,5484745024,MAX BURGERS /22-12-17,-138.0,1154.77,Restaurants
2022-12-19,2022-12-17,5490990789,46733251396,-14.0,1292.77,Other
2022-12-19,2022-12-17,5490990789,46733251396,14.0,1306.77,Other
2022-12-19,2022-12-17,5484677653,ICA LAPPKARR/22-12-16,-152.4,1292.77,Groceries
2022-12-19,2022-12-17,5490990789,46769600091,-30.0,1445.17,Other
2022-12-13,2022-12-13,5490990789,46736344968,130.0,1475.17,Other
2022-12-13,2022-12-13,5490990789,1231351014,-113.0,1345.17,Other
2022-12-12,2022-12-10,5490990789,AB STORSTOCK,-26.0,1458.17,Other
2022-12-12,2022-12-10,5490990789,46736344968,64.0,1484.17,Other
2022-12-12,2022-12-10,5490990789,AB STORSTOCK,-26.0,1420.17,Other
2022-12-07,2022-12-07,5490990789,AB STORSTOCK,-26.0,1446.17,Other
2022-12-06,2022-12-06,5490990789,A-TRAIN AKTI,-149.0,1472.17,Other
2022-12-05,2022-12-04,5484480198,AMSTERDAM   /22-12-04,-11.13,1621.17,Other
2022-12-05,2022-12-03,5484636120,AMSTERDAM   /22-12-02,-223.55,1632.3,Other
2022-12-05,2022-12-03,5484062067,AMSTERDAM   /22-12-02,-1114.37,1855.85,Other
2022-12-02,2022-12-02,5484402298,S-GRAVENHAG/22-12-01,-441.51,2970.22,Other
2022-11-30,2022-11-30,5484356297,TICKETLY-SI /22-11-29,-60.0,3411.73,Other
2022-11-30,2022-11-30,5484356296,TICKETLY-SI /22-11-29,-60.0,3471.73,Other
2022-11-28,2022-11-26,5484878013,ICA LAPPKARR/22-11-25,-65.0,3531.73,Groceries
2022-11-28,2022-11-26,5484878012,ICA LAPPKARR/22-11-25,-250.1,3596.73,Groceries
2022-11-28,2022-11-26,5490990789,A-TRAIN AKTI,-149.0,3846.83,Other
2022-11-28,2022-11-26,5490990789,AB STORSTOCK,-26.0,3995.83,Other
2022-11-25,2022-11-25,5490990789,46736344968,250.1,4021.83,Other
2022-11-25,2022-11-25,5490990789,46736344968,3000.0,3771.73,Other
2022-11-24,2022-11-24,5484828338,HIMALAYA LIV/22-11-22,-124.79,771.73,Other
2022-11-24,2022-11-24,5490990789,46733251397,-250.0,896.52,Other
2022-11-17,2022-11-17,5484250381,ICA LAPPKARR/22-11-16,-13.9,1146.52,Groceries
2022-11-14,2022-11-13,5484568044,ICA LAPPKARR/22-11-12,-147.7,1160.42,Groceries
